Index	VoiceGender	Category	FileName	SentenceHebrew	SentenceTranscription	SentenceRussian	Group	TargetWord
2227	FEMALE	Нейтральные / Безличные	s_f301db757cbd.mp3	הָרוֹפֵא נִכְנַס לַחֲדַר נִיתּוּחַ.	hа-рофé нихнáс ла-хадáр нитӯ́ах.	Врач зашёл в операционную.	Существительные	חֲדַר נִיתּוּחַ
2228	FEMALE	Нейтральные / Безличные	s_13342f43fe26.mp3	עָשִׂינוּ בְּדִיקָה מַקְדִּימָה הַיּוֹם.	Асӣ́ну бдикá макдимá hа-йом.	Мы прошли предварительное обследование сегодня.	Существительные	בְּדִיקָה מַקְדִּימָה
2229	FEMALE	Нейтральные / Безличные	s_edc60e9416cb.mp3	קָבַעְתִּי תּוֹר לָרוֹפֵא הַיּוֹם.	Кавáъти тор ла-рофé hа-йом.	Я записался на приём к врачу сегодня.	Существительные	תּוֹר לָרוֹפֵא
2230	FEMALE	Нейтральные / Безличные	s_a5e645a472c0.mp3	בַּמֶּה אוּכַל לַעֲזוֹר לְךָ?	Бамé ухáль лаазóр лехá?	Чем я могу вам помочь?	Существительные	בַּמֶּה אוּכַל לַעֲזוֹר לְךָ?
2231	FEMALE	Нейтральные / Безличные	s_5d49d15a87ea.mp3	אֵיפֹה בְּדִיּוּק כּוֹאֵב לְךָ?	Эйфо бедйӯ́к коэ́в лехá?	Где именно у вас болит?	Существительные	אֵיפֹה בְּדִיּוּק כּוֹאֵב לְךָ?
2232	FEMALE	Нейтральные / Безличные	s_0cffc07e5835.mp3	כַּמָּה זְמַן מַרְגִּישׁ כָּכָה?	Кáма зман маргӣ́ш кáха?	Сколько времени вы так себя чувствуете?	Существительные	כַּמָּה זְמַן אַתָּה מַרְגִּישׁ כָּכָה?
2233	FEMALE	Нейтральные / Безличные	s_05f5f36425d3.mp3	תִּנְשׁוֹם עָמוֹק וְתַחֲזִיק.	Тиншóм амóк ве-тахзӣ́к.	Вдохните глубоко и задержите дыхание.	Существительные	תִּנְשׁוֹם עָמוֹק וְתַחֲזִיק
2234	FEMALE	Нейтральные / Безличные	s_72016de8b811.mp3	תִּפְתַּח אֶת הַפֶּה, בְּבַקָּשָׁה.	Тифтáх эт hа-пэ, бе-вакашá.	Откройте рот, пожалуйста.	Существительные	תִּפְתַּח אֶת הַפֶּה וְתוֹצִיא לָשׁוֹן
2235	FEMALE	Нейтральные / Безличные	s_2be5a927d1b9.mp3	תִּשְׁכַּב עַל מִיטַּת הַבְּדִיקָה.	Тишкáв аль митáт hа-бдикá.	Ложитесь на смотровую кушетку.	Существительные	תִּשְׁכַּב עַל מִיטַּת הַבְּדִיקָה
2236	FEMALE	Нейтральные / Безличные	s_adc58fbc6f81.mp3	יֵשׁ לְךָ רְגִישׁוּת לִתְרוּפוֹת?	Йеш лехá регишӯ́т ли-труфóт?	У вас есть аллергия на лекарства?	Существительные	הַאִם יֵשׁ לְךָ רְגִישׁוּת לִתְרוּפוֹת?
2237	FEMALE	Нейтральные / Безличные	s_028f4069d6cf.mp3	זֶה נִרְאֶה כְּמוֹ דַּלֶּקֶת.	Зэ ниръэ́ кмо далéкет.	Это выглядит как воспаление.	Существительные	זֶה נִרְאֶה כְּמוֹ דַּלֶּקֶת קַלָּה
2238	MALE	1-е лицо м.р. (אני רוצה)	s_30898865c69a.mp3	אֲנִי רוֹשֵׁם לְךָ אַנְטִיבִּיּוֹטִיקָה.	Анӣ рошéм лехá антибийóтика.	Я выписываю вам антибиотик.	Существительные	אֲנִי רוֹשֵׁם לְךָ אַנְטִיבִּיּוֹטִיקָה
2239	FEMALE	Женская форма (адаптация 1/2 л.)	s_30898865c69a_f.mp3	אֲנִי רוֹשֶׁמֶת לְךָ אַנְטִיבִּיּוֹטִיקָה.	Анӣ роше́мет лехá антибийóтика.	Я выписываю вам антибиотик.	Существительные	אֲנִי רוֹשֵׁם לְךָ אַנְטִיבִּיּוֹטִיקָה
2240	FEMALE	Нейтральные / Безличные	s_e717cb6e8278.mp3	חָשׁוּב לִשְׁתּוֹת הַרְבֵּה מַיִם.	Хашӯ́в лиштóт hарбé мáйим.	Важно пить много воды.	Существительные	חָשׁוּב לִשְׁתּוֹת הַרְבֵּה מַיִם
2241	FEMALE	Нейтральные / Безличные	s_f768b0aa7534.mp3	תִּשָּׁאֵר בַּמִּיטָּה שְׁלוֹשָׁה יָמִים.	тишаэ́р ба-мита́ шлоша́ ями́м.	Оставайся в постели три дня.	Существительные	תִּשָּׁאֵר בַּמִּיטָּה שְׁלוֹשָׁה יָמִים
2242	FEMALE	Нейтральные / Безличные	s_67cd505fbd08.mp3	הִנֵּה הַפְנָיָה לִבְדִיקַת דָּם.	hинэ́ hафная́ ли-вдика́т дам.	Вот направление на анализ крови.	Существительные	הִנֵּה הַפְנָיָה לִבְדִיקַת דָּם
2243	FEMALE	Нейтральные / Безличные	s_8428e67890ae.mp3	תַּחְזוֹר אֵלַי עִם הַתּוֹצָאוֹת.	тахзо́р эла́й им hа-тоцао́т.	Вернись ко мне с результатами.	Существительные	תַּחְזוֹר אֵלַי עִם הַתּוֹצָאוֹת
2244	FEMALE	Нейтральные / Безличные	s_9a9f9f20b242.mp3	תִּיגַּשׁ לַמִּיּוּן בִּגְלַל הַחוֹם.	тига́ш ла-мию́н бигла́ль hа-хо́м.	Обратись в приёмный покой из-за температуры.	Существительные	אִם הַחוֹם לֹא יוֹרֵד, תִּיגַּשׁ לַמִּיּוּן
2245	FEMALE	Нейтральные / Безличные	s_6949db1fd031.mp3	הַמַּצָּב שֶׁלְּךָ מִשְׁתַּפֵּר יָפֶה.	hа-маца́в шелха́ миштапэ́р яфэ́.	Твоё состояние хорошо улучшается.	Существительные	הַמַּצָּב שֶׁלְּךָ מִשְׁתַּפֵּר יָפֶה
2246	FEMALE	Нейтральные / Безличные	s_aee8e53d587b.mp3	לֹא לַעֲשׂוֹת מַאֲמָץ גּוּפָנִי!	ло лаасо́т маама́ц гуфани́!	Не совершать физических усилий!	Существительные	לֹא לַעֲשׂוֹת מַאֲמָץ גּוּפָנִי
2247	FEMALE	Нейтральные / Безличные	s_199bc231afa1.mp3	אַל תִּדְאַג, הַכּוֹל בְּסֵדֶר.	аль тигда́г, hа-ко́ль бе-сэ́дер.	Не волнуйся, всё в порядке.	Существительные	הַכּוֹל יִהְיֶה בְּסֵדֶר, אַל תִּדְאַג
2248	FEMALE	Нейтральные / Безличные	s_6c1a9ba084b6.mp3	רְפוּאָה שְׁלֵמָה וְתַרְגִּישׁ טוֹב!	рефуа́ шлема́ ве-тарги́ш тов!	Скорейшего выздоровления и чувствуй себя хорошо!	Существительные	רְפוּאָה שְׁלֵמָה וְתַרְגִּישׁ טוֹב
2249	MALE	1-е лицо м.р. (אני רוצה)	s_5fb9c9bc338e.mp3	אֲנִי צָרִיךְ תְּעוּדַת מַחֲלָה.	ани́ цари́х теуда́т махала́.	Мне нужна справка о болезни.	Существительные	אֲנִי צָרִיךְ תְּעוּדַת מַחֲלָה לָעֲבוֹדָה
2250	FEMALE	Нейтральные / Безличные	s_f6daa78a4b70.mp3	קַח תְּרוּפָה עִם אוֹכֶל.	ках труфа́ им о́хель.	Прими лекарство с едой.	Существительные	הַתְּרוּפָה עִם אוֹכֶל אוֹ עַל קֵיבָה רֵיקָה?
2251	FEMALE	Нейтральные / Безличные	s_04c713235805.mp3	יֵשׁ לַתְּרוּפָה תּוֹפָעוֹת לְוַאי?	йеш ла-труфа́ тофао́т лева́й?	У этого лекарства есть побочные эффекты?	Существительные	תּוֹפָעוֹת לְוַאי
2252	FEMALE	Нейтральные / Безличные	s_fb5aa0a160e3.mp3	צָרִיךְ לְהַרְבּוֹת בִּמְנוּחָה בַּבַּיִת.	цари́х леhарбо́т би-мнуха́ ба-ба́йт.	Нужно больше отдыхать дома.	Существительные	לְהַרְבּוֹת בִּמְנוּחָה
2253	FEMALE	Нейтральные / Безличные	s_ffde344978de.mp3	עָלֵינוּ לְשַׁלֵּם מַעַ״מ הַחוֹדֶשׁ.	але́йну лешале́м ма́ам hа-хо́деш.	Мы должны заплатить НДС в этом месяце.	Существительные	מַעַ״מ
2254	MALE	3-е лицо м.р. (הוא / דוד)	s_7d24acff750b.mp3	הוּא מְשַׁלֵּם מַס בְּרִיאוּת.	hу мешале́м мас бриу́т.	Он платит налог на здравоохранение.	Существительные	מַס בְּרִיאוּת
2255	FEMALE	Нейтральные / Безличные	s_9fe7dcb2c8ac.mp3	שִׁילַּמְנוּ מִקְדָּמוֹת לְמַס הַכְנָסָה.	шила́мну микдамо́т ле-ма́с hахнаса́.	Мы заплатили авансы в подоходный налог.	Существительные	מִקְדָּמוֹת
2256	FEMALE	Нейтральные / Безличные	s_8f3ba7a15c92.mp3	יֵשׁ נִיכּוּי בַּמָּקוֹר מֵהַשָּׂכָר.	йеш нику́й ба-мако́р ме-hа-саха́р.	Есть удержание у источника из зарплаты.	Существительные	נִיכּוּי בַּמָּקוֹר
2257	FEMALE	Нейтральные / Безличные	s_7cc5de7a9839.mp3	יֵשׁ לָהּ נְקוּדּוֹת זִיכּוּי.	йеш лаh некудо́т зику́й.	У неё есть льготные налоговые баллы.	Существительные	נְקוּדּוֹת זִיכּוּי
2258	FEMALE	Нейтральные / Безличные	s_d09635fc79f3.mp3	קִבַּלְתִּי הֶחְזֵר מַס גָּדוֹל.	киба́льти hехзе́р мас гадо́ль.	Я получил большой возврат налога.	Существительные	הֶחְזֵר מַס
2259	FEMALE	Нейтральные / Безличные	s_bb963667de48.mp3	שְׁנַת מַס חֲדָשָׁה הִתְחִילָה.	шнат мас хадаша́ hитхи́ла.	Начался новый налоговый год.	Существительные	שְׁנַת מַס
2260	FEMALE	Нейтральные / Безличные	s_6b8f917626fc.mp3	זֹאת הוֹצָאָה מוּכֶּרֶת לְמַס.	зот hоцаа́ мукэ́рет ле-ма́с.	Это признанный налогом расход.	Существительные	הוֹצָאָה מוּכֶּרֶת
2261	FEMALE	Нейтральные / Безличные	s_9e6efa3af827.mp3	זֹאת הוֹצָאָה עִסְקִית הֶכְרֵחִית.	зот hоцаа́ иски́т hэхрехи́т.	Это необходимый деловой расход.	Существительные	הוֹצָאָה עִסְקִית
2262	FEMALE	Нейтральные / Безличные	s_951d262d91ce.mp3	חִשַּׁבְנוּ אֶת הַפְּחָת הַשְּׁנָתִי.	хиша́вну эт hа-пха́т hа-шнати́.	Мы рассчитали годовую амортизацию.	Существительные	פְּחָת
2263	MALE	3-е лицо м.р. (הוא / דוד)	s_76f0883874d4.mp3	הוּא שִׁילֵּם קְנָס כָּבֵד.	hу шиле́м кнас кавэ́д.	Он заплатил большой штраф.	Существительные	קְנָס
2264	FEMALE	Нейтральные / Безличные	s_c6c225874f35.mp3	הִגִּיעָה שׁוּמַת מַס סוֹפִית.	hиги́а шума́т мас софи́т.	Пришло окончательное налоговое извещение.	Существительные	שׁוּמַת מַס
2265	FEMALE	Нейтральные / Безличные	s_6fc15fc2cc5f.mp3	פְּקִיד שׁוּמָה בָּדַק אוֹתָנוּ.	пкид шума́ бада́к ота́ну.	Налоговый инспектор проверил нас.	Существительные	פְּקִיד שׁוּמָה
2266	FEMALE	Нейтральные / Безличные	s_10733964f1e4.mp3	הִגַּשְׁנוּ הַצְהָרַת הוֹן בַּזְּמַן.	hига́шну hацhара́т hон ба-зма́н.	Мы подали декларацию о капитале вовремя.	Существительные	הַצְהָרַת הוֹן
