Номер,Иврит с огласовками,Русский перевод,Категория,Имя аудиофайла,Рекомендуемый голос
2406,"שִׂים טִיפּוֹת אָזְנַיִם בַּבֹּקֶר.","Закапай ушные капли утром.","Мамы в Израиле","s_5b95d772934d.mp3","Женский"
2407,"צָרִיךְ טִיפּוֹת עֵינַיִם לַיֶּלֶד.","Нужны глазные капли ребёнку.","Мамы в Израиле","s_57bf3dfbaf21.mp3","Женский"
2408,"קָנִינוּ מֵי מֶלַח לָאַף.","Мы купили физраствор для носа.","Мамы в Израиле","s_c03218b3b37a.mp3","Женский"
2409,"עָשִׂינוּ אִינְהַלַצְיָה עִם מַשְׁאֵף.","Мы сделали ингаляцию с ингалятором.","Мамы в Израиле","s_c9bcc6d381ff.mp3","Женский"
2410,"בְּדֹק אֶת תּוֹקֶף הַתְּרוּפָה.","Проверь срок годности лекарства.","Мамы в Израиле","s_ebd98533b73a.mp3","Женский"
2411,"אֵין לַתְּרוּפָה תּוֹפְעוֹת לְוַואי.","У лекарства нет побочных эффектов.","Мамы в Израиле","s_37791da597fd.mp3","Женский"
2412,"צָרִיךְ לְטַפְטֵף טִיפּוֹת לָאַף.","Нужно закапать капли в нос.","Мамы в Израиле","s_d3c9af19666d.mp3","Женский"
2413,"הִתְחַלְנוּ גְּמִילָה מֵחִיתּוּלִים הַשָּׁבוּעַ.","Мы начали отучение от подгузников на этой неделе.","Мамы в Израиле","s_0545d4ec1641.mp3","Женский"
2414,"הַיֶּלֶד יוֹשֵׁב עַל סִיר.","Ребёнок сидит на горшке.","Мамы в Израиле","s_99bcdc441866.mp3","Женский"
2415,"הוּא אַבָּא שֶׁל שַׁבָּת.","Он дежурный папа Шаббата.","Мамы в Израиле","s_ad8ff92b0b84.mp3","Женский"
2416,"מִי יָכוֹל לֶאֱסוֹף מֵהַגַּן?","Кто может забрать из садика?","Мамы в Израиле","s_2176f676702d.mp3","Женский"
2417,"לַיֶּלֶד קַל לְהִסְתַּגֵּל לַגַּן.","Ребёнку легко привыкнуть к саду.","Мамы в Израиле","s_8b2e1259efea.mp3","Женский"
2418,"הוּא מַתְחִיל לְהִתְגַּעְגֵּעַ לְאִמָּא.","Он начинает скучать по маме.","Мамы в Израиле","s_f949af15baf8.mp3","Женский"
2419,"אָסוּר לִנְשׁוֹךְ יְלָדִים בַּגַּן!","Нельзя кусать детей в саду!","Мамы в Израиле","s_5dba4bb0a216.mp3","Женский"
2420,"כְּדַאי לַחֲלוֹק צַעֲצוּעִים יַחַד.","Стоит делиться игрушками вместе.","Мамы в Израиле","s_c9a81b8a3af5.mp3","Женский"
2421,"הַיְלָדִים צְרִיכִים לִפְרוֹק אֶנֶרְגְּיָה.","Детям нужно выплеснуть энергию.","Мамы в Израиле","s_4a32bb28be84.mp3","Женский"
2422,"הַיּוֹם יֵשׁ יוֹם קָצָר.","Сегодня короткий день.","Мамы в Израиле","s_1db19a47daa3.mp3","Женский"
2423,"עַכְשָׁיו הַזְּמַן שֶׁל שְׁנַ""צ.","Сейчас время дневного сна.","Мамы в Израиле","s_5aaadf42b7fd.mp3","Женский"
2424,"הוּא עוֹלֶה לְכִיתָּה א'.","Он идёт в первый класс.","Мамы в Израиле","s_d6f44f23c290.mp3","Женский"
2425,"פָּגַשְׁנוּ אֶת מְחַנֶּכֶת הַכִּיתָּה.","Мы встретили классную руководительницу.","Мамы в Израиле","s_e04f67888e64.mp3","Женский"
2426,"קָנִינוּ מַחְבֶּרֶת שׁוּרוֹת חֲדָשָׁה.","Мы купили новую тетрадь в линейку.","Мамы в Израиле","s_131575725e72.mp3","Женский"
2427,"תֵּן לִי מַחְבֶּרֶת מִשְׁבָּצוֹת.","Дай мне тетрадь в клетку.","Мамы в Израиле","s_d2db74b7ca12.mp3","Женский"
2428,"פְּתַח אֶת חוֹבֶרֶת הָעֲבוֹדָה.","Открой рабочую тетрадь.","Мамы в Израиле","s_292f72881315.mp3","Женский"
2429,"הַסֵּפֶר לִימּוּד שֶׁלּוֹ כָּבֵד.","Его учебник тяжёлый.","Мамы в Израиле","s_1643fabe7288.mp3","Женский"
2430,"בַּהַפְסָקָה גְּדוֹלָה אוֹכְלִים כָּרִיךְ.","На большой перемене едят бутерброд.","Мамы в Израиле","s_c78b6c0cdbfa.mp3","Женский"
2431,"מָחָר יוֹצְאִים לְטִיּוּל שְׁנָתִי.","Завтра выходят в годовой поход.","Мамы в Израиле","s_0a31a57cc06d.mp3","Женский"
2432,"יֵשׁ אֲסֵפַת הוֹרִים הָעֶרֶב.","Есть родительское собрание сегодня вечером.","Мамы в Израиле","s_9b60bdee34e4.mp3","Женский"
2433,"הַיֶּלֶד נוֹסֵעַ בַּהַסָּעוֹת תָּמִיד.","Ребёнок всегда ездит на школьной развозке.","Мамы в Израиле","s_9a1d0c2fab64.mp3","Женский"
2434,"אָסוּר לַעֲשׂוֹת חֵרֶם בַּכִּיתָּה!","Нельзя устраивать бойкот в классе!","Мамы в Израиле","s_e5236ba676a6.mp3","Женский"
2435,"יֵשׁ לוֹ חַבְרוּתָא נֶהֱדֶרֶת.","У него прекрасная компания друзей.","Мамы в Израиле","s_d0cddf66e35d.mp3","Женский"
2436,"בּוֹא לְהָכִין שִׁיעוּרִים עַכְשָׁיו.","Иди делай уроки сейчас.","Мамы в Израиле","s_48ae8657a3b4.mp3","Женский"
2437,"קַל לוֹ לְהִשְׁתַּלֵּב בַּכִּיתָּה.","Ему легко влиться в коллектив класса.","Мамы в Израиле","s_72030dbf28b7.mp3","Женский"
2438,"נִשְׁמַע צִלְצוּל הַפְסָקָה בַּמִּסְדְּרוֹן.","Прозвенел звонок на перемену в коридоре.","Мамы в Израиле","s_2c7db487d3e7.mp3","Женский"
2439,"הִתְחִיל אִיסּוּף כְּסָפִים לַמַּתָּנָה.","Начался сбор денег на подарок.","Мамы в Израиле","s_df600151ec57.mp3","Женский"
2440,"מָחָר יוֹם הוּלֶּדֶת כִּיתָּתִי.","Завтра общий день рождения класса.","Мамы в Израиле","s_39af9562bfbb.mp3","Женский"
2441,"נָא לִשְׁלוֹחַ אִישּׁוּר הַגָּעָה.","Пожалуйста, отправьте подтверждение участия.","Мамы в Израиле","s_9f86538e83c4.mp3","Женский"
2442,"יֵשׁ לָנוּ מָקוֹם לַטְרֶמְפּ.","У нас есть место подвезти.","Мамы в Израиле","s_7d69a3f799d6.mp3","Женский"
2443,"תִּבְדְּקוּ בְּאַרְגַּז אֲבֵידָה וּמְצִיאָה.","Проверьте в ящике находок и потерь.","Мамы в Израиле","s_0f7916bd6b61.mp3","Женский"
2444,"הַיֶּלֶד חוֹלֶה וְלֹא יַגִּיעַ הַיּוֹם.","Ребёнок заболел и сегодня не придёт.","Мамы в Израиле","s_48b0e5b67345.mp3","Женский"
2445,"הוּא יַגִּיעַ בְּאִיחוּר שֶׁל חֲצִי שָׁעָה.","Он припозднится на полчаса.","Мамы в Израиле","s_dd39a9a4d6ed.mp3","Женский"
2446,"סַבְתָּא תֶּאֱסוֹף אוֹתוֹ הַיּוֹם.","Бабушка заберёт его сегодня.","Мамы в Израиле","s_03b63f139159.mp3","Женский"
2447,"מִישֶׁהוּ מָצָא קַלְמָר כָּחוֹל?","Кто-нибудь нашёл синий пенал?","Мамы в Израиле","s_5b103c50a436.mp3","Женский"
2448,"הַיְלָדִים צְרִיכִים לָבוֹא בְּחוּלְצָה לְבָנָה?","Детям нужно прийти в белой футболке?","Мамы в Израиле","s_ba88b1b994a7.mp3","Женский"
2449,"מָה צָרִיךְ לְהָבִיא לִפְעִילוּת מָחָר?","Что нужно принести на завтрашнее мероприятие?","Мамы в Израиле","s_fc2fa8eef4be.mp3","Женский"
2450,"יֵשׁ לְמִישֶׁהוּ מָקוֹם בָּרֶכֶב לַטְרֶמְפּ?","Есть у кого-то место в машине подвезти?","Мамы в Израиле","s_f2f1980ee362.mp3","Женский"
2451,"אֶפְשָׁר לִשְׁלוֹחַ אֶת הַקִּישׁוּר לַפֵּייבּוֹקְס?","Можно отправить ссылку на PayBox?","Мамы в Израиле","s_a11a6b4c7ccd.mp3","Женский"
2452,"רְפוּאָה שְׁלֵמָה וְהַחְלָמָה מְהִירָה!","Скорейшего выздоровления и поправки!","Мамы в Израиле","s_ea386e5f1776.mp3","Женский"
2453,"מַזָּל טוֹב עַד 120!","С днём рождения, до 120 лет!","Мамы в Израиле","s_016d25425f9c.mp3","Женский"
2454,"תּוֹדָה רַבָּה לְכָל הַצֶּוֶות הַנִּפְלָא!","Огромное спасибо всему замечательному коллективу!","Мамы в Израиле","s_d3922df616d7.mp3","Женский"
2455,"שַׁבָּת שָׁלוֹם וּמְבוֹרֶכֶת לְכָל הַמִּשְׁפָּחוֹת!","Мирного и благословенного Шаббата всем семьям!","Мамы в Израиле","s_b0775f1224f8.mp3","Женский"
2456,"נָא לְאַשֵׁר הַגָּעָה עַד יוֹם חֲמִישִׁי.","Пожалуйста, подтвердите присутствие до четверга.","Мамы в Израиле","s_1d0902fe74dc.mp3","Женский"
2457,"מִי מֵבִיא פֵּירוֹת לְיוֹם שִׁישִׁי?","Кто приносит фрукты на пятницу?","Мамы в Израиле","s_608408bdb288.mp3","Женский"
2458,"שָׁבוּעַ טוֹב וּמוּצְלָח לְכוּלָּם!","Хорошей и успешной недели всем!","Мамы в Израиле","s_6ab13260ae29.mp3","Женский"
2459,"הַחוּג נִמְצָא בַּמַּתְנָ""ס הַשְּׁכוּנָתִי.","Кружок находится в районном доме культуры.","Мамы в Израиле","s_7cc89de35fcc.mp3","Женский"
2460,"הַיּוֹם יֵשׁ חוּג שְׂחִיָּיה.","Сегодня есть кружок плавания.","Мамы в Израиле","s_15471bc33764.mp3","Женский"
2461,"הוּא הוֹלֵךְ לְחוּג ג'וּדוֹ.","Он ходит на секцию дзюдо.","Мамы в Израиле","s_13386f4701cb.mp3","Женский"
2462,"הִיא נִרְשְׁמָה לְחוּג בַּלֶט.","Она записалась на кружок балета.","Мамы в Израиле","s_4c7b19fd851b.mp3","Женский"
2463,"הוּא רוֹכֵב עַל אוֹפַנַּיִם.","Он едет на велосипеде.","Мамы в Израиле","s_5725028136bd.mp3","Женский"
2464,"שִׂים מָגֵנֵי בִּרְכַּיִם מִיָּד.","Надень наколенники немедленно.","Мамы в Израиле","s_b2928521612e.mp3","Женский"
2465,"יֵשׁ בַּגִּנָּה מַגְלֵשָׁה עֲנָקִית.","На площадке есть гигантская горка.","Мамы в Израиле","s_4cb3501c2ae2.mp3","Женский"
2466,"הַיְלָדִים עַל נַדְנֵדַת קֵן.","Дети на качелях-гнезде.","Мамы в Израиле","s_afe19279621b.mp3","Женский"
